Country,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Population
Denmark,DNK,1997,73,1991,363,87,0,49,92,5,73,201,54,23181,1879,160,422,1090,0,100,13,16415,0,1026,592,16,21,602,4028,1066,2975,91,3,5822763
Denmark,DNK,1998,64,2030,361,92,0,47,86,3,48,198,52,21902,1751,151,473,1008,0,98,14,16320,0,1094,612,17,27,584,4070,1066,2977,87,2,5822763
Denmark,DNK,1999,63,2096,370,104,0,50,85,4,51,202,50,21561,1730,143,535,968,7,109,16,16498,1,1205,652,17,39,589,4195,1109,3068,90,2,5822763
Denmark,DNK,2000,61,2143,375,109,0,48,90,1,35,195,49,20688,1682,153,589,889,0,120,16,16384,0,1257,691,16,50,559,4175,1073,3028,88,2,5822763
Denmark,DNK,2001,58,2188,393,112,0,49,74,3,40,193,49,20762,1797,152,643,863,0,142,18,16572,0,1337,732,16,61,538,4228,1088,3092,92,2,5822763
Denmark,DNK,2002,50,2201,406,122,0,49,72,3,43,189,49,20444,1970,147,700,846,1,176,18,16713,0,1416,777,16,77,529,4228,1115,3133,98,2,5822763
Denmark,DNK,2003,51,2188,410,121,0,48,74,2,50,187,46,19630,2065,149,741,815,0,198,18,16713,1,1421,801,16,80,504,4143,1125,3109,99,2,5822763
Denmark,DNK,2004,45,2177,413,119,0,47,61,1,47,189,45,18708,2106,150,798,796,0,216,18,16759,0,1409,813,16,82,475,4018,1122,3072,97,2,5822763
Denmark,DNK,2005,45,2183,419,113,0,45,72,1,40,197,42,17847,2136,149,842,765,2,237,18,16753,1,1401,824,15,79,440,3944,1106,3038,95,2,5822763
Denmark,DNK,2006,43,2213,432,110,0,45,60,4,32,203,40,17380,2215,134,866,764,0,266,18,16992,0,1420,854,15,76,424,3970,1133,3057,96,2,5822763
Denmark,DNK,2007,37,2239,447,105,0,45,65,2,36,208,40,16909,2296,143,885,756,0,289,18,17172,2,1438,896,15,71,418,4029,1136,3035,95,2,5822763
Denmark,DNK,2008,37,2248,459,95,0,41,60,3,30,218,36,16250,2346,141,891,739,0,303,18,17285,13,1423,919,13,64,399,4055,1118,2973,93,2,5822763
Denmark,DNK,2009,37,2264,474,91,0,38,58,3,39,224,35,15846,2401,125,864,729,0,332,18,17514,3,1422,959,12,60,364,4139,1109,2928,89,2,5822763
Denmark,DNK,2010,37,2278,484,86,0,36,52,1,41,220,34,15291,2379,121,833,708,0,350,18,17632,0,1389,1001,11,53,333,4151,1086,2846,86,2,5822763
Denmark,DNK,2011,35,2311,492,77,0,34,51,2,30,216,30,14680,2351,118,820,692,0,362,16,17448,3,1368,1024,11,47,305,4156,1031,2717,79,2,5822763
Denmark,DNK,2012,32,2349,505,75,0,34,35,1,34,204,29,14343,2337,115,810,683,0,374,16,17464,0,1353,1060,10,44,282,4190,995,2629,76,2,5822763
Denmark,DNK,2013,32,2385,517,75,0,32,34,1,35,200,28,14076,2344,117,799,671,2,382,15,17464,0,1347,1083,9,43,272,4241,969,2570,74,2,5822763
Denmark,DNK,2014,30,2425,523,73,0,32,44,2,23,197,26,13837,2296,124,788,661,0,384,15,17440,0,1329,1088,9,42,266,4233,941,2517,73,2,5822763
Denmark,DNK,2015,29,2474,535,72,0,30,42,1,29,192,27,13871,2313,121,794,651,0,382,14,17459,4,1336,1103,9,42,264,4280,918,2493,72,2,5822763
Denmark,DNK,2016,30,2544,550,75,0,31,42,1,27,195,26,14307,2362,118,803,661,0,377,14,17626,1,1358,1101,9,44,275,4344,931,2550,73,2,5822763
Denmark,DNK,2017,31,2605,566,78,0,31,42,1,26,195,26,14668,2402,116,807,671,0,375,14,17867,0,1384,1110,9,46,281,4421,941,2598,73,2,5822763
Denmark,DNK,2018,31,2651,583,79,0,31,43,1,25,196,27,14986,2431,113,812,673,0,373,14,18188,0,1408,1120,10,47,289,4497,948,2639,74,2,5822763
Denmark,DNK,2019,31,2703,600,81,0,32,43,1,24,198,27,15330,2473,110,817,668,0,372,14,18488,0,1434,1133,10,48,294,4572,955,2684,75,2,5822763
Estonia,EST,1990,23,330,84,16,0,217,184,7,1,23,75,11068,219,138,204,473,0,3,139,3486,0,91,52,60,12,429,332,143,457,153,3,1317997
Estonia,EST,1991,22,338,86,15,0,226,205,6,1,25,82,11356,234,124,229,504,0,3,147,3605,0,98,56,63,12,452,335,154,475,164,3,1317997
Estonia,EST,1992,21,343,84,13,0,219,288,5,1,25,87,11120,243,118,250,517,0,3,145,3535,0,100,58,61,10,421,323,155,473,170,2,1317997
Estonia,EST,1993,22,349,87,12,0,226,361,5,1,28,108,11721,279,103,282,587,0,3,163,3742,0,111,66,63,9,449,336,187,528,196,2,1317997
Estonia,EST,1994,22,354,90,10,0,235,395,6,1,30,136,12227,324,93,320,663,0,3,179,3896,0,123,84,57,8,490,351,222,583,220,1,1317997
Estonia,EST,1995,22,358,86,9,0,207,357,5,1,30,142,11472,329,87,321,634,0,3,173,3685,0,116,88,48,7,426,327,226,572,217,1,1317997
Estonia,EST,1996,17,362,80,7,0,155,297,1,3,28,125,10265,299,68,303,537,0,2,150,3314,1,106,86,35,5,334,288,205,522,187,1,1317997
Estonia,EST,1997,17,369,81,7,0,150,265,2,3,30,125,10144,303,58,299,524,0,2,153,3347,0,112,96,33,5,319,284,226,550,183,1,1317997
Estonia,EST,1998,17,376,87,6,0,139,278,2,3,36,128,10539,325,52,310,528,0,2,173,3525,0,126,111,31,4,314,296,265,608,192,1,1317997
Estonia,EST,1999,17,382,86,6,0,131,248,2,1,40,117,10049,310,51,314,484,0,3,175,3407,0,130,114,25,4,278,284,268,599,176,1,1317997
Estonia,EST,2000,17,394,88,5,0,115,221,4,5,46,106,9971,317,48,329,453,1,2,187,3439,0,139,124,23,3,258,283,291,627,174,1,1317997
Estonia,EST,2001,17,401,92,5,0,122,227,1,5,55,107,10153,327,44,352,463,0,2,212,3576,1,158,132,22,3,256,292,327,674,183,1,1317997
Estonia,EST,2002,16,408,92,4,0,110,188,1,4,65,98,9826,309,38,339,434,1,2,201,3549,0,162,130,18,3,241,291,332,674,172,1,1317997
Estonia,EST,2003,15,415,94,4,0,100,172,3,8,65,88,9615,283,38,345,397,0,2,180,3545,0,176,131,16,2,214,295,333,672,161,1,1317997
Estonia,EST,2004,14,425,95,4,0,93,141,3,20,77,82,9350,264,36,347,378,0,2,165,3589,0,194,134,15,2,203,297,341,680,152,1,1317997
Estonia,EST,2005,13,436,97,3,0,84,150,2,32,78,71,9133,240,34,343,351,0,2,147,3622,0,197,145,13,2,191,293,347,685,141,0,1317997
Estonia,EST,2006,12,445,100,4,0,82,135,1,46,86,69,8969,229,32,332,341,1,2,134,3711,0,198,154,12,2,189,299,357,691,134,0,1317997
Estonia,EST,2007,12,459,104,4,0,84,128,0,37,100,66,8947,226,32,326,341,0,2,124,3870,2,200,171,10,2,181,306,373,713,126,0,1317997
Estonia,EST,2008,11,474,104,3,0,74,109,0,41,101,55,8464,207,29,296,300,0,2,99,3795,1,182,180,8,2,151,294,345,668,104,0,1317997
Estonia,EST,2009,9,492,105,3,0,66,96,0,48,108,48,8195,200,25,274,278,1,2,86,3832,4,165,199,7,1,133,289,320,635,89,0,1317997
Estonia,EST,2010,8,510,103,2,0,60,77,1,43,106,41,7720,188,22,254,249,0,2,75,3695,1,142,217,7,1,113,277,291,585,77,0,1317997
Estonia,EST,2011,8,533,108,3,0,58,79,1,55,115,39,7795,197,18,250,249,0,2,73,3809,2,141,250,7,1,112,284,297,593,75,0,1317997
Estonia,EST,2012,6,562,111,2,0,54,73,1,48,125,36,7757,206,17,242,250,1,2,86,3806,0,137,280,7,1,105,289,296,590,67,0,1317997
Estonia,EST,2013,6,593,113,2,0,48,67,1,51,113,31,7602,208,14,221,226,0,3,61,3740,0,135,305,6,1,94,286,284,573,59,0,1317997
Estonia,EST,2014,6,624,116,2,0,49,57,0,46,112,29,7673,223,14,219,228,0,3,58,3838,0,135,339,6,1,92,298,296,592,58,0,1317997
Estonia,EST,2015,6,649,117,2,0,44,54,0,43,109,26,7510,221,14,208,213,0,3,53,3774,0,134,356,6,1,85,295,290,581,55,0,1317997
Estonia,EST,2016,6,676,123,2,0,43,52,1,40,115,26,7810,228,13,206,212,0,3,56,3882,0,143,389,7,1,84,304,298,599,53,0,1317997
Estonia,EST,2017,6,703,124,2,0,44,57,1,38,122,25,7977,226,12,211,213,0,3,54,3862,0,141,368,7,1,84,304,287,591,54,0,1317997
Estonia,EST,2018,6,732,126,2,0,43,58,0,36,125,25,8125,225,11,213,211,0,3,61,3844,0,141,359,6,1,84,304,283,588,54,0,1317997
Estonia,EST,2019,6,757,127,2,0,42,58,0,34,128,24,8201,224,11,214,208,0,3,53,3832,0,140,349,6,1,82,303,277,584,54,0,1317997
Finland,FIN,1990,49,1380,316,9,0,169,192,4,14,155,157,24657,2578,164,237,1631,0,57,48,10337,7,583,213,18,2,725,1253,619,1782,109,4,5540720
Finland,FIN,1991,47,1429,321,8,0,170,186,4,19,163,148,24334,2612,164,245,1617,0,57,56,10386,2,577,217,18,1,692,1247,643,1837,108,4,5540720
Finland,FIN,1992,43,1486,332,7,0,165,194,4,23,163,144,24417,2718,150,256,1575,0,56,62,10537,1,581,226,17,1,652,1270,665,1901,103,4,5540720
Finland,FIN,1993,41,1533,341,7,0,155,187,4,21,165,137,24274,2837,133,278,1524,0,55,67,10592,2,576,232,17,2,604,1287,670,1932,102,4,5540720
Finland,FIN,1994,38,1569,338,7,0,152,185,6,20,168,129,23276,2781,127,313,1475,0,53,72,10445,4,548,233,16,2,566,1266,668,1917,97,3,5540720
Finland,FIN,1995,34,1620,351,8,0,149,179,3,23,178,130,23322,2846,115,362,1466,0,53,81,10591,5,546,241,16,2,540,1314,696,1977,95,3,5540720
Finland,FIN,1996,29,1669,361,8,0,151,178,3,30,192,129,23117,2961,106,455,1414,0,55,90,10659,1,529,261,15,2,510,1367,712,2022,93,3,5540720
Finland,FIN,1997,28,1719,373,8,0,160,162,3,11,197,126,23044,2977,102,520,1390,1,52,99,10749,3,522,267,16,2,499,1423,738,2071,93,2,5540720
Finland,FIN,1998,28,1758,383,8,0,154,146,3,11,194,120,22752,2966,97,604,1341,2,53,104,10800,1,513,271,16,2,481,1470,753,2088,90,2,5540720
Finland,FIN,1999,29,1795,393,9,0,163,163,3,13,200,118,22542,2945,92,660,1314,0,52,109,10813,2,502,278,15,2,476,1485,770,2107,88,2,5540720
Finland,FIN,2000,29,1843,406,9,0,159,157,4,11,205,118,22508,2841,87,694,1291,3,52,115,10883,3,499,288,14,2,463,1497,805,2153,85,2,5540720
Finland,FIN,2001,28,1876,419,9,0,153,158,3,5,208,110,22348,2566,80,709,1244,2,54,116,10975,3,486,301,13,3,457,1512,844,2180,81,2,5540720
Finland,FIN,2002,28,1906,436,9,0,152,143,3,9,212,105,22525,2316,77,715,1182,0,60,118,11136,11,483,315,13,3,445,1522,898,2242,84,2,5540720
Finland,FIN,2003,27,1929,449,8,0,150,129,3,13,220,97,22410,1984,82,738,1144,0,62,121,11285,1,473,327,13,3,431,1530,963,2314,87,2,5540720
Finland,FIN,2004,26,1945,456,9,0,150,140,5,11,238,91,22077,1602,87,755,1122,0,58,131,11408,2,462,345,14,3,420,1520,1072,2434,90,2,5540720
Finland,FIN,2005,25,1998,469,9,0,148,127,3,9,253,86,22009,1263,82,767,1097,0,63,125,11534,3,452,366,14,3,404,1555,1160,2526,89,2,5540720
Finland,FIN,2006,24,2062,487,9,0,143,125,4,13,266,81,21976,1017,74,770,1085,0,69,124,11693,1,437,392,15,3,388,1592,1201,2563,91,2,5540720
Finland,FIN,2007,23,2138,507,9,0,142,125,2,16,286,77,22186,876,74,754,1089,2,79,123,11909,12,439,420,15,4,384,1634,1272,2643,89,2,5540720
Finland,FIN,2008,22,2222,527,9,0,137,130,4,9,296,73,22278,759,72,732,1078,0,82,120,12089,3,433,450,15,4,360,1656,1302,2656,89,2,5540720
Finland,FIN,2009,21,2294,550,10,0,133,118,2,5,303,70,22449,698,67,706,1068,1,80,118,12340,1,424,480,15,4,341,1705,1322,2681,87,2,5540720
Finland,FIN,2010,19,2398,576,11,0,131,109,2,11,299,67,22765,646,63,674,1040,1,75,119,12597,1,424,521,14,4,324,1746,1326,2679,84,2,5540720
Finland,FIN,2011,19,2498,597,11,0,125,107,1,8,296,65,22836,615,61,649,993,2,66,115,12785,2,424,562,14,4,309,1784,1310,2656,79,2,5540720
Finland,FIN,2012,17,2597,618,11,0,117,87,2,9,290,61,23045,600,58,629,952,1,58,114,13029,5,430,604,13,4,296,1819,1308,2641,79,2,5540720
Finland,FIN,2013,17,2701,638,11,0,117,89,1,6,284,57,23214,595,48,603,914,1,54,109,13279,2,436,640,13,5,281,1846,1298,2635,74,2,5540720
Finland,FIN,2014,16,2790,657,11,0,113,91,2,5,270,56,23336,596,50,586,860,1,47,104,13454,1,441,673,13,4,271,1870,1267,2601,74,2,5540720
Finland,FIN,2015,16,2900,669,12,0,108,86,2,6,264,52,23473,607,42,571,822,0,45,100,13634,0,450,698,12,5,262,1896,1228,2557,71,2,5540720
Finland,FIN,2016,15,3009,687,12,0,105,80,2,6,268,50,23815,632,42,554,824,0,43,102,13907,1,480,703,11,5,260,1944,1219,2574,72,2,5540720
Finland,FIN,2017,16,3104,698,12,0,106,82,2,6,278,53,24362,687,40,564,826,0,47,100,14091,0,481,698,12,5,264,1976,1201,2582,72,2,5540720
Finland,FIN,2018,16,3192,713,12,0,105,83,2,6,285,54,24871,732,39,564,839,0,49,99,14284,0,488,702,11,5,265,2008,1172,2581,71,2,5540720
Finland,FIN,2019,16,3280,727,12,0,104,83,2,5,291,55,25383,775,38,565,873,0,51,98,14495,0,496,706,11,6,266,2043,1152,2589,70,2,5540720
France,FRA,1990,466,18823,4255,2609,0,1026,1004,109,3053,482,2388,172186,17669,2014,3089,15103,33,1041,695,147596,8,7446,7118,234,2432,11984,22050,13686,29689,1064,38,66992699
France,FRA,1991,453,19371,4313,2677,0,998,996,116,3967,531,2339,169588,18078,1985,3004,14931,32,1121,731,148992,12,7429,7014,224,2504,11591,21797,13335,29177,1136,37,66992699
France,FRA,1992,393,19956,4374,2753,0,973,998,115,4563,576,2308,167291,18584,1832,2942,14826,60,1191,614,150548,17,7446,6945,213,2584,11141,21784,13058,28806,1024,36,66992699
France,FRA,1993,379,20638,4473,2825,0,950,997,101,4924,612,2329,167072,19306,1709,2913,14872,18,1249,592,152384,7,7625,7013,211,2653,10845,22020,12997,28747,1014,36,66992699
France,FRA,1994,364,21209,4509,2873,0,937,1026,109,5250,646,2325,164690,19483,1633,2891,14705,38,1284,573,152660,13,7700,6996,207,2700,10465,21945,12819,28431,985,35,66992699
France,FRA,1995,358,21778,4627,2962,0,916,989,105,5077,667,2348,165357,20099,1536,2868,14524,17,1347,562,154276,27,7981,7079,206,2785,10149,22259,12861,28538,965,37,66992699
France,FRA,1996,355,22325,4748,3031,0,902,911,116,3884,679,2332,166061,20662,1508,2881,14266,30,1402,541,155708,23,8394,7168,207,2854,9850,22504,12918,28618,948,36,66992699
France,FRA,1997,344,22903,4805,3069,0,909,885,97,1702,695,2275,163930,20760,1529,2931,14039,23,1438,504,155859,4,8842,7189,209,2892,9629,22295,12839,28389,910,34,66992699
France,FRA,1998,336,23639,4949,3119,0,934,782,94,1356,751,2242,164417,20812,1523,3048,13926,43,1539,469,158570,6,9807,7368,211,2941,9618,22302,13001,28593,927,30,66992699
France,FRA,1999,330,24322,5064,3166,0,983,745,81,1297,816,2162,163565,20534,1538,3206,13639,101,1616,423,159827,14,10630,7571,209,2992,9362,21733,12909,28352,877,28,66992699
France,FRA,2000,314,24825,5148,3230,0,1088,717,74,1274,908,2017,161160,19722,1629,3400,13283,23,1755,347,160035,18,11308,7837,204,3072,8873,20090,12699,27799,825,27,66992699
France,FRA,2001,318,25339,5310,3273,0,1149,726,73,1225,957,1926,160172,18877,1651,3524,13200,29,1799,334,161674,14,11859,8120,204,3126,8543,19298,12663,27734,817,27,66992699
France,FRA,2002,303,25974,5539,3347,0,1173,730,83,1223,994,1836,160175,18770,1566,3627,13111,49,1887,319,164176,7,12362,8450,198,3201,8020,19039,12621,27811,856,24,66992699
France,FRA,2003,303,26630,5747,3427,0,1201,694,72,1151,1041,1751,159153,18538,1542,3696,12971,26,1985,1974,165898,7,12664,8658,196,3283,7370,18900,12499,27729,897,23,66992699
France,FRA,2004,290,27036,5756,3271,0,1151,665,69,1135,1050,1579,151611,17420,1494,3747,12515,25,1945,302,163565,8,12282,8576,185,3138,6732,18058,11901,26661,770,23,66992699
France,FRA,2005,284,27698,5947,3298,0,1148,630,64,994,1100,1498,150426,17550,1450,3790,12448,30,1987,376,165087,6,12314,8796,184,3168,6401,18035,11805,26620,808,22,66992699
France,FRA,2006,262,28411,6122,3320,0,1153,624,70,982,1149,1413,148618,17122,1464,3828,12343,47,2035,518,166220,8,12206,8995,188,3194,6001,17837,11620,26523,744,21,66992699
France,FRA,2007,258,29156,6335,3388,0,1144,596,74,850,1214,1333,147659,17219,1443,3870,12345,27,2093,316,168468,10,12146,9288,189,3260,5710,17916,11447,26521,729,20,66992699
France,FRA,2008,254,30069,6603,3519,0,1151,616,66,774,1324,1278,148533,17519,1463,3897,12531,17,2136,323,172168,11,12198,9694,196,3387,5478,18207,11389,26877,724,19,66992699
France,FRA,2009,255,30913,6814,3614,0,1153,632,74,654,1430,1237,148591,17800,1459,3889,12767,26,2086,443,175675,11,12164,9978,206,3479,5323,18434,11363,27155,720,19,66992699
France,FRA,2010,252,31793,6945,3694,0,1145,594,78,584,1501,1189,147786,17832,1462,3901,12735,71,1935,416,177632,17,11948,10261,214,3557,5106,18614,11203,27272,709,18,66992699
France,FRA,2011,249,33094,7073,3742,0,1115,604,64,493,1544,1144,147571,18173,1401,3892,12492,21,1620,335,180034,26,11784,10473,218,3605,4862,18895,11024,27487,684,18,66992699
France,FRA,2012,245,34915,7282,3864,0,1085,612,61,501,1576,1108,149170,18897,1412,3851,12090,12,1491,499,182809,12,11798,10870,224,3726,4580,19343,10884,27763,667,18,66992699
France,FRA,2013,242,36797,7374,3895,0,1055,585,54,535,1606,1063,148281,19110,1432,3787,11738,28,1366,355,184080,9,11611,11044,223,3758,4335,19529,10661,27619,650,18,66992699
France,FRA,2014,232,38572,7394,3887,0,1011,534,50,429,1630,1005,146793,19072,1391,3716,11327,19,1281,344,184299,4,11401,11089,220,3755,4191,19498,10410,27346,630,18,66992699
France,FRA,2015,232,40527,7630,4084,0,1013,551,47,490,1699,1001,151427,20301,1382,3664,11367,25,1321,389,188774,295,11781,11568,222,3943,4205,20374,10631,28107,649,18,66992699
France,FRA,2016,227,41910,7549,4185,0,966,527,47,487,1669,991,152387,20634,1332,3700,10971,5,1378,351,187823,182,11772,11602,213,4043,4100,20421,10389,27947,643,18,66992699
France,FRA,2017,226,43470,7678,4383,0,957,531,46,479,1716,1006,157291,21518,1237,3731,11037,18,1451,359,191346,2,12106,11966,212,4236,4132,21022,10555,28598,656,18,66992699
France,FRA,2018,225,44853,7837,4571,0,949,536,46,468,1778,1029,161856,22322,1185,3728,11048,20,1529,370,193603,14,12434,12326,213,4422,4173,21512,10581,29128,669,19,66992699
France,FRA,2019,226,46008,7997,4734,0,944,538,46,457,1839,1053,166496,23096,1142,3748,11014,0,1607,1875,197313,0,12806,12700,213,4581,4237,22060,10722,29763,683,19,66992699
Germany,DEU,1990,595,29984,5811,210,0,934,1040,108,1680,1139,1950,451910,19090,2670,5468,14918,64,557,205,202621,67,21676,9348,147,108,12388,39888,22263,42169,908,240,83132799
Germany,DEU,1991,566,30640,5837,180,0,901,1110,96,1990,1338,1770,440461,18259,2345,5743,15128,5,567,204,203710,32,22156,8997,145,93,12243,39376,23277,43220,900,235,83132799
Germany,DEU,1992,524,31442,5842,164,0,858,1157,82,2147,1445,1612,426722,17614,2115,5980,14939,1,572,204,203503,41,22421,8764,140,87,11731,38572,23676,43420,865,222,83132799
Germany,DEU,1993,500,32298,5947,153,0,818,1167,70,2436,1476,1489,421118,17486,1974,6198,14786,11,554,211,206180,24,23254,8820,137,82,11215,38451,24280,44078,841,206,83132799
Germany,DEU,1994,476,33246,6102,151,0,802,1179,66,2507,1493,1398,414617,17566,1868,6387,14716,13,523,211,209315,22,23467,9130,133,82,10761,38081,24691,44587,811,184,83132799
Germany,DEU,1995,451,33953,6345,160,0,766,1158,62,2271,1499,1342,409254,17684,1830,6497,14724,6,500,225,213267,24,23504,9868,131,88,10328,37814,24919,44911,793,137,83132799
Germany,DEU,1996,436,34322,6556,158,0,715,1101,70,1797,1500,1273,401330,17637,1815,6553,14486,1,497,232,216937,15,23133,10421,127,87,9837,37048,24844,44831,887,125,83132799
Germany,DEU,1997,410,34603,6704,159,0,701,1032,66,1019,1459,1163,389043,17471,1794,6544,14105,0,511,221,219700,16,22080,11004,122,88,9318,35630,24382,44163,739,111,83132799
Germany,DEU,1998,383,34797,6874,155,0,659,1040,55,763,1441,1014,378220,17390,1706,6462,13526,3,544,202,224417,9,20652,12092,116,82,8717,34386,23791,43501,706,98,83132799
Germany,DEU,1999,360,35251,7078,155,0,652,1023,50,741,1470,911,369813,17693,1679,6288,13149,19,597,185,232455,8,20019,13183,110,83,8371,33596,23523,43341,682,78,83132799
Germany,DEU,2000,349,35327,7228,161,0,618,924,51,702,1516,819,357679,17769,1621,6022,12844,1,688,179,243529,12,19544,14591,107,89,7956,32657,23133,43094,660,71,83132799
Germany,DEU,2001,345,35229,7408,174,0,583,867,42,660,1487,737,348711,17798,1565,5823,12541,9,801,176,249281,6,19330,15633,104,99,7463,31780,22649,42859,648,65,83132799
Germany,DEU,2002,344,35209,7721,189,0,569,887,35,644,1435,684,346347,18472,1521,5722,12435,33,976,173,255686,10,19577,16877,100,113,7122,31962,22517,43301,650,58,83132799
Germany,DEU,2003,331,35066,8020,217,0,558,823,40,623,1410,640,342145,19138,1510,5657,12360,2,1223,176,259062,4,19599,18025,99,135,6799,32245,22329,43667,641,52,83132799
Germany,DEU,2004,311,35301,8156,243,0,517,789,45,611,1354,577,330795,19142,1474,5583,11950,2,1496,160,259846,6,19146,18744,97,159,6268,31676,21474,43170,618,44,83132799
Germany,DEU,2005,296,35731,8472,279,0,496,715,37,595,1341,548,326879,19821,1397,5538,11625,6,1836,165,261980,6,19045,19800,97,191,5873,31960,20968,43255,610,41,83132799
Germany,DEU,2006,287,35561,8768,317,0,481,719,45,599,1324,520,321684,20064,1361,5487,11322,8,2213,196,262584,6,18785,20732,98,221,5531,32179,20466,43197,597,37,83132799
Germany,DEU,2007,281,35246,9135,357,0,467,695,38,563,1345,499,318687,20535,1376,5507,11160,20,2657,151,263688,3,18761,22015,100,253,5283,32940,20155,43345,591,35,83132799
Germany,DEU,2008,273,35096,9576,404,0,466,675,41,561,1372,476,317372,20919,1285,5567,11156,5,3096,151,264802,6,18959,23313,101,289,5049,34054,20108,43882,604,34,83132799
Germany,DEU,2009,267,35857,10038,450,0,465,674,38,548,1375,468,318239,21328,1247,5627,11257,8,3478,185,264542,3,19319,24688,101,328,4869,35593,20107,44360,621,33,83132799
Germany,DEU,2010,260,37332,10424,508,0,461,665,42,552,1371,460,319114,21385,1227,5726,11343,7,3765,216,258984,6,19561,26290,102,376,4687,36809,19993,44649,628,33,83132799
Germany,DEU,2011,250,38347,10650,554,0,460,640,36,567,1355,449,318181,21331,1222,5829,11284,9,3889,153,254502,9,19550,27594,99,416,4575,37650,19738,44603,629,32,83132799
Germany,DEU,2012,240,39616,11016,612,0,460,601,33,521,1355,449,323295,21689,1163,5952,11254,1,4140,169,253690,2,19809,29375,99,468,4418,39078,19679,45017,639,32,83132799
Germany,DEU,2013,234,40848,11379,679,0,467,592,34,513,1390,450,330674,22264,1176,6084,11413,11,4370,156,255452,1,20196,31198,99,523,4322,40735,19938,45719,656,34,83132799
Germany,DEU,2014,222,42303,11539,739,0,460,587,35,493,1422,436,331809,22305,1199,6192,11379,10,4450,151,254813,4,20131,32433,97,580,4232,41462,19669,45516,653,33,83132799
Germany,DEU,2015,223,44103,12028,842,0,477,622,33,511,1505,443,345971,23674,1255,6320,11658,7,4654,155,260050,3,21006,34600,99,664,4337,43712,20265,46986,684,35,83132799
Germany,DEU,2016,222,45209,12257,874,0,480,615,33,467,1561,444,349510,23986,1328,6410,11613,7,4587,148,262849,39,21307,35136,99,691,4343,44334,20308,47368,691,35,83132799
Germany,DEU,2017,218,46086,12375,811,0,473,614,35,451,1586,447,350343,24065,1209,6406,11614,5,4394,149,265156,3,21427,34419,99,640,4401,44216,20267,47310,677,35,83132799
Germany,DEU,2018,216,47417,12566,790,0,469,615,35,436,1630,453,355562,24448,1155,6393,11637,5,4312,149,268961,0,21798,34590,99,623,4436,44533,20367,47714,675,35,83132799
Germany,DEU,2019,216,49557,12875,782,0,465,617,35,421,1678,462,364285,25096,1098,6379,11664,1,4297,150,274088,0,22363,35220,99,616,4468,45165,20492,48420,678,36,83132799
Greece,GRC,1990,43,2520,686,15,0,285,117,5,37,57,244,45678,1893,500,33,439,4,10,43,23726,3,1154,2948,35,8,2350,2627,1748,2969,155,6,10473455
Greece,GRC,1991,43,2620,704,15,0,290,137,5,38,73,232,46304,1946,460,32,439,2,9,38,24536,15,1127,2986,38,9,2367,2609,1756,2997,154,7,10473455
Greece,GRC,1992,44,2722,724,16,0,294,131,6,63,92,216,47068,2051,435,32,436,0,9,36,25363,2,1108,3049,38,9,2389,2623,1778,3052,151,7,10473455
Greece,GRC,1993,47,2815,733,16,0,302,138,3,66,107,191,46931,2098,434,33,435,2,9,35,25785,0,1025,3091,36,9,2371,2611,1735,3019,144,8,10473455
Greece,GRC,1994,51,2915,746,16,0,317,134,4,72,142,168,47482,2192,425,36,426,15,9,33,26304,3,960,3139,32,9,2394,2634,1684,2978,139,10,10473455
Greece,GRC,1995,55,3009,762,16,0,331,142,3,64,177,154,48195,2298,410,38,423,12,9,31,26840,0,932,3120,31,8,2429,2694,1630,2961,135,14,10473455
Greece,GRC,1996,56,3093,773,15,0,344,157,5,59,209,142,48429,2420,383,38,422,1,9,33,27285,2,920,3143,31,8,2434,2739,1591,2933,130,16,10473455
Greece,GRC,1997,57,3163,783,14,0,343,159,3,37,241,127,48387,2527,359,35,422,9,9,34,27625,2,882,3081,31,8,2372,2796,1534,2893,126,17,10473455
Greece,GRC,1998,57,3234,806,13,0,354,145,7,41,269,120,49152,2743,346,32,430,5,9,37,28280,0,860,3010,34,7,2336,2888,1499,2890,122,19,10473455
Greece,GRC,1999,53,3287,823,12,0,363,136,7,33,298,120,49462,2871,322,31,432,115,10,32,28971,1,881,2995,37,6,2291,3032,1477,2904,116,19,10473455
Greece,GRC,2000,51,3330,838,11,0,360,129,5,29,335,122,49187,3031,288,31,427,1,11,39,29421,2,904,2949,40,6,2207,3210,1444,2919,117,20,10473455
Greece,GRC,2001,49,3374,856,10,0,359,120,6,18,354,128,48892,3065,264,31,418,12,11,28,29783,0,920,2901,40,6,2094,3316,1409,2901,117,20,10473455
Greece,GRC,2002,49,3407,882,10,0,362,100,5,27,333,129,48768,3140,257,32,413,2,12,26,30000,0,969,2869,40,5,1976,3399,1376,2905,112,22,10473455
